doc_id,Gender,UGPA,LSAT,predictions,GT_score,Gender
1232,male,3.1,38.0,0.66,0.66,male
1310,female,3.8,36.0,0.6,0.6,female
1236,male,2.6,45.0,0.66,0.66,male
1308,female,3.5,31.5,0.6,0.6,female
1235,male,3.5,33.0,0.66,0.66,male
1306,female,3.3,33.0,0.6,0.6,female
1234,male,3.2,36.0,0.66,0.66,male
1231,male,3.3,37.0,0.66,0.66,male
1311,female,3.0,29.5,0.59,0.59,female
1230,male,3.2,34.0,0.66,0.66,male
1328,female,3.3,39.5,0.58,0.58,female
1228,male,3.6,46.0,0.66,0.66,male
1324,female,3.5,41.0,0.58,0.58,female
1226,male,4.0,47.0,0.66,0.66,male
1245,male,3.4,38.0,0.65,0.65,male
1322,female,3.4,44.0,0.58,0.58,female
1251,male,3.3,39.0,0.65,0.65,male
1318,female,3.7,44.0,0.58,0.58,female
1249,male,2.6,37.0,0.65,0.65,male
1334,female,2.7,24.0,0.57,0.57,female
1248,male,3.2,39.0,0.65,0.65,male
1339,female,3.7,41.0,0.57,0.57,female
1247,male,3.1,37.0,0.65,0.65,male
1237,male,3.8,36.0,0.65,0.65,male
1338,female,3.6,38.0,0.57,0.57,female
1243,male,2.2,39.5,0.65,0.65,male
1336,female,3.5,47.0,0.57,0.57,female
1242,male,3.5,35.5,0.65,0.65,male
1332,female,3.3,36.0,0.57,0.57,female
1241,male,3.4,32.0,0.65,0.65,male
1331,female,3.6,34.0,0.57,0.57,female
1238,male,3.8,40.0,0.65,0.65,male
1261,male,3.7,36.0,0.64,0.64,male
1329,female,3.1,46.0,0.57,0.57,female
1257,male,3.0,45.0,0.64,0.64,male
1352,female,3.6,36.0,0.56,0.56,female
1254,male,2.9,40.0,0.64,0.64,male
1360,female,2.9,47.0,0.56,0.56,female
1256,male,3.0,43.0,0.64,0.64,male
1359,female,3.4,39.0,0.56,0.56,female
1270,male,3.0,30.0,0.63,0.63,male
1267,male,3.3,34.0,0.63,0.63,male
1357,female,3.0,32.0,0.56,0.56,female
1264,male,3.7,31.0,0.63,0.63,male
1355,female,3.6,44.0,0.56,0.56,female
1263,male,3.4,46.0,0.63,0.63,male
1353,female,3.5,37.0,0.56,0.56,female
1278,male,2.8,48.0,0.62,0.62,male
1281,male,3.4,42.0,0.62,0.62,male
1345,female,2.8,23.0,0.56,0.56,female
1280,male,3.0,37.0,0.62,0.62,male
1344,female,3.5,40.0,0.56,0.56,female
1279,male,3.5,47.0,0.62,0.62,male
1342,female,3.0,32.0,0.56,0.56,female
1275,male,3.0,36.5,0.62,0.62,male
1348,female,3.2,44.5,0.56,0.56,female
1274,male,3.2,27.0,0.62,0.62,male
1272,male,3.9,47.0,0.62,0.62,male
1381,female,3.0,37.0,0.55,0.55,female
1301,male,2.5,28.0,0.61,0.61,male
1383,female,3.4,30.0,0.55,0.55,female
1300,male,3.8,39.0,0.61,0.61,male
1384,female,3.0,32.0,0.55,0.55,female
1298,male,3.7,38.0,0.61,0.61,male
1386,female,2.9,30.0,0.55,0.55,female
1297,male,2.9,44.0,0.61,0.61,male
1296,male,3.0,36.0,0.61,0.61,male
1392,female,3.6,40.0,0.55,0.55,female
1295,male,3.2,44.0,0.61,0.61,male
1385,female,3.6,37.0,0.55,0.55,female
1284,male,3.6,37.0,0.61,0.61,male
1370,female,3.7,28.0,0.55,0.55,female
1292,male,3.6,47.0,0.61,0.61,male
1287,male,2.2,30.0,0.61,0.61,male
1364,female,3.1,35.0,0.55,0.55,female
1283,male,3.0,36.0,0.61,0.61,male
1368,female,3.7,33.0,0.55,0.55,female
1286,male,3.6,40.0,0.61,0.61,male
1367,female,3.4,24.0,0.55,0.55,female
1291,male,3.9,46.0,0.61,0.61,male
1373,female,3.2,41.0,0.55,0.55,female
1290,male,3.1,39.0,0.61,0.61,male
1307,male,3.4,46.0,0.6,0.6,male
1363,female,3.9,37.0,0.55,0.55,female
1309,male,3.6,43.0,0.6,0.6,male
1374,female,3.8,40.0,0.55,0.55,female
1305,male,3.4,46.0,0.6,0.6,male
1375,female,3.6,29.5,0.55,0.55,female
1304,male,3.7,40.0,0.6,0.6,male
1376,female,3.5,38.0,0.55,0.55,female
1303,male,3.2,33.0,0.6,0.6,male
1312,male,3.4,41.0,0.59,0.59,male
1411,female,3.8,38.0,0.54,0.54,female
1313,male,2.9,45.0,0.59,0.59,male
1409,female,3.6,40.0,0.54,0.54,female
1314,male,3.1,42.0,0.59,0.59,male
1405,female,3.9,41.0,0.54,0.54,female
1315,male,2.4,35.0,0.59,0.59,male
1399,female,3.4,46.0,0.54,0.54,female
1316,male,2.8,40.0,0.59,0.59,male
1323,male,3.5,29.3,0.58,0.58,male
1403,female,2.9,31.3,0.54,0.54,female
1327,male,3.0,36.0,0.58,0.58,male
1402,female,3.5,42.0,0.54,0.54,female
1326,male,3.0,46.0,0.58,0.58,male
1401,female,3.9,39.0,0.54,0.54,female
1325,male,3.2,29.0,0.58,0.58,male
1321,male,3.5,36.0,0.58,0.58,male
1397,female,3.2,31.5,0.54,0.54,female
1319,male,2.5,41.0,0.58,0.58,male
1396,female,3.5,33.0,0.54,0.54,female
1317,male,3.0,34.0,0.58,0.58,male
1425,female,3.2,35.0,0.53,0.53,female
1320,male,3.5,38.0,0.58,0.58,male
1421,female,3.5,42.0,0.53,0.53,female
1335,male,3.6,42.0,0.57,0.57,male
1337,male,3.3,30.5,0.57,0.57,male
1418,female,3.7,41.0,0.53,0.53,female
1333,male,3.1,41.0,0.57,0.57,male
1417,female,3.0,40.0,0.53,0.53,female
1330,male,3.0,41.0,0.57,0.57,male
1416,female,2.5,25.0,0.53,0.53,female
1362,male,3.1,37.0,0.56,0.56,male
1412,female,3.2,36.0,0.53,0.53,female
1361,male,3.1,31.0,0.56,0.56,male
1358,male,3.0,38.0,0.56,0.56,male
1414,female,3.4,32.0,0.53,0.53,female
1356,male,2.8,41.0,0.56,0.56,male
1413,female,3.1,34.5,0.53,0.53,female
1354,male,3.4,32.0,0.56,0.56,male
1439,female,2.5,38.0,0.52,0.52,female
1350,male,3.5,38.0,0.56,0.56,male
1438,female,3.9,35.0,0.52,0.52,female
1351,male,3.1,34.0,0.56,0.56,male
1340,male,2.9,41.0,0.56,0.56,male
1437,female,3.4,38.0,0.52,0.52,female
1341,male,3.3,37.0,0.56,0.56,male
1436,female,2.8,38.0,0.52,0.52,female
1343,male,2.9,37.0,0.56,0.56,male
1435,female,3.6,41.0,0.52,0.52,female
1346,male,2.2,32.0,0.56,0.56,male
1347,male,2.8,37.0,0.56,0.56,male
1433,female,3.9,47.0,0.52,0.52,female
1349,male,2.6,27.0,0.56,0.56,male
1429,female,3.4,41.0,0.52,0.52,female
1388,male,3.9,31.0,0.55,0.55,male
1453,female,2.0,28.0,0.51,0.51,female
1382,male,3.3,33.0,0.55,0.55,male
1443,female,3.6,45.0,0.51,0.51,female
1387,male,3.6,45.0,0.55,0.55,male
1394,male,3.4,29.0,0.55,0.55,male
1442,female,3.1,37.0,0.51,0.51,female
1389,male,3.7,48.0,0.55,0.55,male
1463,female,3.6,42.0,0.5,0.5,female
1390,male,3.3,40.0,0.55,0.55,male
1466,female,3.9,35.0,0.5,0.5,female
1391,male,3.1,38.0,0.55,0.55,male
1462,female,3.8,24.5,0.5,0.5,female
1393,male,3.1,32.0,0.55,0.55,male
1379,male,3.8,37.0,0.55,0.55,male
1479,female,3.0,39.0,0.49,0.49,female
1395,male,3.7,40.0,0.55,0.55,male
1488,female,3.1,34.0,0.49,0.49,female
1380,male,3.3,41.0,0.55,0.55,male
1484,female,3.3,37.0,0.49,0.49,female
1378,male,3.3,34.0,0.55,0.55,male
1377,male,2.9,35.0,0.55,0.55,male
1483,female,3.4,28.0,0.49,0.49,female
1365,male,3.9,45.5,0.55,0.55,male
1482,female,3.3,39.0,0.49,0.49,female
1366,male,3.4,41.0,0.55,0.55,male
1475,female,3.3,38.0,0.49,0.49,female
1369,male,3.9,46.0,0.55,0.55,male
1474,female,3.0,40.0,0.49,0.49,female
1371,male,2.8,39.0,0.55,0.55,male
1372,male,2.9,37.0,0.55,0.55,male
1477,female,3.3,44.0,0.49,0.49,female
1404,male,3.8,47.0,0.54,0.54,male
1504,female,3.2,39.0,0.48,0.48,female
1410,male,2.8,46.0,0.54,0.54,male
1508,female,3.9,34.0,0.48,0.48,female
1408,male,3.3,32.0,0.54,0.54,male
1509,female,3.2,44.0,0.48,0.48,female
1407,male,3.1,42.0,0.54,0.54,male
1406,male,3.9,42.0,0.54,0.54,male
1511,female,3.7,39.0,0.48,0.48,female
1400,male,3.4,35.0,0.54,0.54,male
1489,female,3.3,44.0,0.48,0.48,female
1398,male,3.5,42.0,0.54,0.54,male
1495,female,3.4,42.0,0.48,0.48,female
1420,male,3.0,43.0,0.53,0.53,male
1496,female,2.9,42.0,0.48,0.48,female
1426,male,3.1,34.0,0.53,0.53,male
1424,male,3.8,31.0,0.53,0.53,male
1497,female,3.5,34.0,0.48,0.48,female
1423,male,3.2,37.0,0.53,0.53,male
1526,female,3.0,38.0,0.47,0.47,female
1422,male,3.3,42.0,0.53,0.53,male
1525,female,3.4,37.0,0.47,0.47,female
1415,male,3.3,38.0,0.53,0.53,male
1419,male,3.0,37.0,0.53,0.53,male
1524,female,3.1,27.0,0.47,0.47,female
1440,male,3.5,47.0,0.52,0.52,male
1516,female,3.4,39.0,0.47,0.47,female
1434,male,3.3,35.0,0.52,0.52,male
1519,female,3.8,41.0,0.47,0.47,female
1432,male,3.5,41.0,0.52,0.52,male
1517,female,3.7,43.0,0.47,0.47,female
1431,male,2.7,35.0,0.52,0.52,male
1430,male,3.0,37.0,0.52,0.52,male
1518,female,3.2,35.0,0.47,0.47,female
1428,male,2.9,34.5,0.52,0.52,male
1543,female,3.5,35.0,0.46,0.46,female
1427,male,3.2,39.0,0.52,0.52,male
1542,female,3.1,42.0,0.46,0.46,female
1457,male,3.1,36.0,0.51,0.51,male
1540,female,3.8,27.5,0.46,0.46,female
1456,male,3.7,40.0,0.51,0.51,male
1455,male,3.6,41.0,0.51,0.51,male
1539,female,3.5,41.0,0.46,0.46,female
1454,male,2.3,47.0,0.51,0.51,male
1537,female,3.7,34.0,0.46,0.46,female
1452,male,2.6,39.0,0.51,0.51,male
1536,female,3.6,33.0,0.46,0.46,female
1451,male,3.1,38.0,0.51,0.51,male
1535,female,3.4,32.0,0.46,0.46,female
1450,male,3.4,35.0,0.51,0.51,male
1449,male,3.4,45.0,0.51,0.51,male
1533,female,3.9,41.0,0.46,0.46,female
1448,male,3.3,36.0,0.51,0.51,male
1530,female,3.0,38.0,0.46,0.46,female
1446,male,3.2,34.0,0.51,0.51,male
1529,female,3.7,41.0,0.46,0.46,female
1445,male,3.0,38.0,0.51,0.51,male
1444,male,2.8,31.0,0.51,0.51,male
1559,female,3.4,40.0,0.45,0.45,female
1441,male,3.3,35.0,0.51,0.51,male
1558,female,3.6,30.0,0.45,0.45,female
1447,male,2.9,35.0,0.51,0.51,male
1556,female,2.9,35.0,0.45,0.45,female
1468,male,3.5,36.0,0.5,0.5,male
1549,female,3.6,28.5,0.45,0.45,female
1467,male,3.1,38.0,0.5,0.5,male
1465,male,3.9,30.0,0.5,0.5,male
1548,female,4.0,39.0,0.45,0.45,female
1464,male,3.9,37.0,0.5,0.5,male
1568,female,3.3,31.0,0.44,0.44,female
1461,male,2.4,38.0,0.5,0.5,male
1576,female,3.1,40.0,0.44,0.44,female
1460,male,3.6,44.0,0.5,0.5,male
1571,female,3.3,42.0,0.44,0.44,female
1459,male,3.8,47.0,0.5,0.5,male
1458,male,3.1,34.0,0.5,0.5,male
1561,female,3.3,30.0,0.44,0.44,female
1487,male,3.9,28.5,0.49,0.49,male
1564,female,3.3,43.0,0.44,0.44,female
1485,male,3.0,39.0,0.49,0.49,male
1565,female,3.3,37.0,0.44,0.44,female
1481,male,3.1,28.0,0.49,0.49,male
1597,female,3.2,41.5,0.43,0.43,female
1480,male,3.5,45.0,0.49,0.49,male
1486,male,3.2,32.0,0.49,0.49,male
1594,female,3.4,45.0,0.43,0.43,female
1478,male,3.1,46.0,0.49,0.49,male
1598,female,3.6,45.0,0.43,0.43,female
1476,male,3.4,39.0,0.49,0.49,male
1581,female,3.7,36.0,0.43,0.43,female
1473,male,3.1,33.0,0.49,0.49,male
1472,male,2.6,40.5,0.49,0.49,male
1580,female,3.7,32.0,0.43,0.43,female
1469,male,3.1,42.0,0.49,0.49,male
1578,female,3.2,40.0,0.43,0.43,female
1471,male,3.2,43.0,0.49,0.49,male
1583,female,3.9,46.0,0.43,0.43,female
1470,male,3.3,40.0,0.49,0.49,male
1584,female,4.0,45.0,0.43,0.43,female
1507,male,3.0,44.0,0.48,0.48,male
1503,male,3.2,38.0,0.48,0.48,male
1612,female,3.7,43.0,0.42,0.42,female
1505,male,2.3,32.0,0.48,0.48,male
1611,female,3.2,45.0,0.42,0.42,female
1506,male,3.1,30.0,0.48,0.48,male
1608,female,0.0,36.0,0.42,0.42,female
1512,male,3.1,37.5,0.48,0.48,male
1607,female,3.6,44.0,0.42,0.42,female
1510,male,4.0,37.0,0.48,0.48,male
1501,male,3.6,32.0,0.48,0.48,male
1606,female,4.0,45.0,0.42,0.42,female
1502,male,2.8,43.0,0.48,0.48,male
1603,female,3.7,40.0,0.42,0.42,female
1499,male,3.3,42.0,0.48,0.48,male
1621,female,2.9,31.0,0.41,0.41,female
1500,male,3.4,42.0,0.48,0.48,male
1494,male,3.7,43.0,0.48,0.48,male
1624,female,3.4,33.0,0.41,0.41,female
1490,male,3.6,44.0,0.48,0.48,male
1623,female,3.2,36.0,0.41,0.41,female
1492,male,3.3,48.0,0.48,0.48,male
1622,female,2.4,40.0,0.41,0.41,female
1493,male,2.9,37.0,0.48,0.48,male
1625,female,2.5,36.0,0.41,0.41,female
1491,male,3.5,36.0,0.48,0.48,male
1498,male,3.5,45.0,0.48,0.48,male
1620,female,3.7,36.0,0.41,0.41,female
1521,male,3.7,41.0,0.47,0.47,male
1618,female,3.4,33.0,0.41,0.41,female
1527,male,3.3,41.0,0.47,0.47,male
1619,female,3.4,34.0,0.41,0.41,female
1523,male,3.1,42.0,0.47,0.47,male
1636,female,2.6,34.0,0.4,0.4,female
1522,male,3.0,33.0,0.47,0.47,male
1520,male,2.3,38.0,0.47,0.47,male
1645,female,2.9,38.0,0.4,0.4,female
1513,male,3.4,35.0,0.47,0.47,male
1643,female,3.4,37.0,0.4,0.4,female
1514,male,3.0,40.0,0.47,0.47,male
1639,female,3.0,33.0,0.4,0.4,female
1515,male,3.5,42.0,0.47,0.47,male
1630,female,3.4,46.0,0.4,0.4,female
1547,male,2.3,35.0,0.46,0.46,male
1538,male,3.3,34.0,0.46,0.46,male
1631,female,3.6,39.0,0.4,0.4,female
1545,male,3.7,42.0,0.46,0.46,male
1633,female,3.6,44.0,0.4,0.4,female
1544,male,2.3,28.0,0.46,0.46,male
1656,female,2.6,30.0,0.39,0.39,female
1541,male,3.1,37.0,0.46,0.46,male
1546,male,2.4,34.0,0.46,0.46,male
1659,female,3.9,27.0,0.39,0.39,female
1534,male,3.6,44.0,0.46,0.46,male
1654,female,3.3,34.0,0.39,0.39,female
1532,male,3.3,35.0,0.46,0.46,male
1655,female,3.8,39.0,0.39,0.39,female
1531,male,3.6,31.0,0.46,0.46,male
1653,female,3.0,26.5,0.39,0.39,female
1528,male,3.3,39.0,0.46,0.46,male
1554,male,3.6,34.0,0.45,0.45,male
1652,female,3.3,36.0,0.39,0.39,female
1557,male,3.3,36.0,0.45,0.45,male
1651,female,3.0,38.0,0.39,0.39,female
1555,male,2.9,40.0,0.45,0.45,male
1650,female,3.5,35.0,0.39,0.39,female
1550,male,3.0,35.0,0.45,0.45,male
1649,female,3.8,44.0,0.39,0.39,female
1553,male,3.4,39.0,0.45,0.45,male
1552,male,3.0,38.0,0.45,0.45,male
1648,female,2.9,35.0,0.39,0.39,female
1551,male,3.3,37.0,0.45,0.45,male
1646,female,2.7,34.0,0.39,0.39,female
1575,male,2.3,35.0,0.44,0.44,male
1673,female,3.2,34.0,0.38,0.38,female
1560,male,2.3,41.5,0.44,0.44,male
1678,female,3.0,32.0,0.38,0.38,female
1573,male,3.8,36.0,0.44,0.44,male
1570,male,2.8,31.0,0.44,0.44,male
1677,female,3.2,35.0,0.38,0.38,female
1569,male,2.7,29.0,0.44,0.44,male
1676,female,3.8,41.0,0.38,0.38,female
1574,male,3.9,43.0,0.44,0.44,male
1668,female,3.7,32.0,0.38,0.38,female
1567,male,3.7,42.0,0.44,0.44,male
1563,male,3.4,31.0,0.44,0.44,male
1667,female,2.7,39.0,0.38,0.38,female
1566,male,3.5,41.0,0.44,0.44,male
1666,female,2.9,41.0,0.38,0.38,female
1562,male,3.6,39.0,0.44,0.44,male
1692,female,3.1,36.0,0.37,0.37,female
1572,male,3.6,39.0,0.44,0.44,male
1691,female,2.8,42.0,0.37,0.37,female
1589,male,2.7,34.0,0.43,0.43,male
1600,male,3.4,36.0,0.43,0.43,male
1687,female,4.0,33.0,0.37,0.37,female
1599,male,2.6,39.0,0.43,0.43,male
1684,female,2.7,40.0,0.37,0.37,female
1596,male,3.1,42.0,0.43,0.43,male
1682,female,3.0,37.5,0.37,0.37,female
1595,male,2.2,39.0,0.43,0.43,male
1681,female,3.0,39.0,0.37,0.37,female
1593,male,3.6,44.0,0.43,0.43,male
1592,male,3.0,34.0,0.43,0.43,male
1708,female,3.2,39.5,0.36,0.36,female
1591,male,3.8,44.0,0.43,0.43,male
1705,female,3.0,36.0,0.36,0.36,female
1590,male,2.9,36.0,0.43,0.43,male
1703,female,3.8,45.0,0.36,0.36,female
1588,male,2.5,35.0,0.43,0.43,male
1704,female,3.4,36.0,0.36,0.36,female
1587,male,3.5,26.0,0.43,0.43,male
1586,male,3.2,35.0,0.43,0.43,male
1701,female,3.6,45.0,0.36,0.36,female
1577,male,2.5,36.0,0.43,0.43,male
1697,female,3.3,30.5,0.36,0.36,female
1579,male,3.5,46.0,0.43,0.43,male
1696,female,3.1,38.0,0.36,0.36,female
1582,male,2.9,40.0,0.43,0.43,male
1585,male,3.7,38.0,0.43,0.43,male
1695,female,3.2,36.0,0.36,0.36,female
1609,male,2.9,40.0,0.42,0.42,male
1728,female,3.2,37.0,0.35,0.35,female
1615,male,3.1,40.0,0.42,0.42,male
1725,female,3.2,42.0,0.35,0.35,female
1614,male,3.3,31.0,0.42,0.42,male
1727,female,3.1,45.0,0.35,0.35,female
1613,male,4.0,44.0,0.42,0.42,male
1610,male,2.5,35.0,0.42,0.42,male
1729,female,3.8,42.0,0.35,0.35,female
1605,male,3.7,41.0,0.42,0.42,male
1730,female,3.1,34.0,0.35,0.35,female
1604,male,3.2,37.0,0.42,0.42,male
1732,female,3.1,41.0,0.35,0.35,female
1602,male,3.2,45.0,0.42,0.42,male
1723,female,2.6,40.0,0.35,0.35,female
1601,male,2.9,42.0,0.42,0.42,male
1626,male,3.4,41.0,0.41,0.41,male
1713,female,3.5,47.0,0.35,0.35,female
1617,male,2.6,36.0,0.41,0.41,male
1711,female,3.6,27.5,0.35,0.35,female
1616,male,3.4,38.0,0.41,0.41,male
1712,female,3.1,34.0,0.35,0.35,female
1644,male,3.4,44.0,0.4,0.4,male
1642,male,2.8,37.0,0.4,0.4,male
1745,female,3.7,41.0,0.34,0.34,female
1641,male,2.9,36.0,0.4,0.4,male
1755,female,3.7,42.0,0.34,0.34,female
1640,male,3.2,40.0,0.4,0.4,male
1753,female,3.4,26.0,0.34,0.34,female
1638,male,3.4,48.0,0.4,0.4,male
1751,female,3.7,38.0,0.34,0.34,female
1637,male,3.9,39.0,0.4,0.4,male
1635,male,3.8,41.0,0.4,0.4,male
1750,female,3.5,30.0,0.34,0.34,female
1634,male,3.6,35.0,0.4,0.4,male
1749,female,2.7,40.0,0.34,0.34,female
1628,male,3.0,33.0,0.4,0.4,male
1748,female,3.1,40.0,0.34,0.34,female
1629,male,3.0,37.0,0.4,0.4,male
1747,female,3.5,34.0,0.34,0.34,female
1627,male,3.6,32.0,0.4,0.4,male
1632,male,2.8,21.5,0.4,0.4,male
1746,female,3.5,36.0,0.34,0.34,female
1665,male,3.8,44.0,0.39,0.39,male
1754,female,2.4,37.0,0.34,0.34,female
1664,male,3.4,34.0,0.39,0.39,male
1743,female,3.9,47.0,0.34,0.34,female
1663,male,3.0,34.0,0.39,0.39,male
1736,female,3.2,31.0,0.34,0.34,female
1662,male,2.5,32.5,0.39,0.39,male
1661,male,2.4,36.0,0.39,0.39,male
1734,female,4.0,45.0,0.34,0.34,female
1660,male,3.5,36.0,0.39,0.39,male
1735,female,3.1,37.0,0.34,0.34,female
1658,male,2.6,40.0,0.39,0.39,male
1741,female,2.8,37.0,0.34,0.34,female
1657,male,2.6,36.0,0.39,0.39,male
1647,male,3.0,36.0,0.39,0.39,male
1773,female,3.7,40.0,0.33,0.33,female
1679,male,3.0,28.7,0.38,0.38,male
1769,female,3.5,33.5,0.33,0.33,female
1675,male,3.6,36.3,0.38,0.38,male
1767,female,2.9,41.0,0.33,0.33,female
1674,male,3.8,38.0,0.38,0.38,male
1765,female,2.7,38.0,0.33,0.33,female
1672,male,3.7,42.0,0.38,0.38,male
1671,male,3.3,23.0,0.38,0.38,male
1761,female,2.8,41.0,0.33,0.33,female
1670,male,3.9,35.0,0.38,0.38,male
1760,female,3.5,34.0,0.33,0.33,female
1669,male,3.1,38.0,0.38,0.38,male
1764,female,2.9,34.0,0.33,0.33,female
1688,male,2.5,41.5,0.37,0.37,male
1784,female,3.2,46.0,0.32,0.32,female
1694,male,3.3,38.0,0.37,0.37,male
1693,male,3.1,36.0,0.37,0.37,male
1788,female,3.8,37.0,0.32,0.32,female
1690,male,3.1,32.0,0.37,0.37,male
1786,female,3.6,44.0,0.32,0.32,female
1689,male,3.3,31.0,0.37,0.37,male
1792,female,3.0,38.0,0.32,0.32,female
1683,male,3.7,43.0,0.37,0.37,male
1789,female,3.6,41.0,0.32,0.32,female
1685,male,2.7,40.0,0.37,0.37,male
1680,male,3.2,42.0,0.37,0.37,male
1790,female,3.5,46.0,0.32,0.32,female
1686,male,3.1,33.5,0.37,0.37,male
1791,female,3.6,43.0,0.32,0.32,female
1702,male,3.5,40.0,0.36,0.36,male
1785,female,3.0,33.0,0.32,0.32,female
1707,male,3.1,39.0,0.36,0.36,male
1706,male,3.4,38.0,0.36,0.36,male
1781,female,3.6,26.0,0.32,0.32,female
1699,male,3.9,40.0,0.36,0.36,male
1779,female,3.6,43.0,0.32,0.32,female
1698,male,2.8,37.0,0.36,0.36,male
1778,female,3.6,39.0,0.32,0.32,female
1700,male,3.5,36.0,0.36,0.36,male
1782,female,2.9,38.0,0.32,0.32,female
1724,male,2.0,31.0,0.35,0.35,male
1726,male,4.0,37.0,0.35,0.35,male
1799,female,2.8,33.0,0.31,0.31,female
1731,male,3.0,40.0,0.35,0.35,male
1805,female,3.6,30.0,0.31,0.31,female
1733,male,2.9,35.0,0.35,0.35,male
1802,female,3.7,46.0,0.31,0.31,female
1722,male,3.5,46.0,0.35,0.35,male
1800,female,2.8,36.0,0.31,0.31,female
1716,male,2.8,23.0,0.35,0.35,male
1721,male,3.0,35.0,0.35,0.35,male
1797,female,2.8,36.0,0.31,0.31,female
1720,male,3.0,30.5,0.35,0.35,male
1796,female,3.2,34.0,0.31,0.31,female
1710,male,3.6,41.0,0.35,0.35,male
1793,female,3.8,39.0,0.31,0.31,female
1709,male,3.1,28.5,0.35,0.35,male
1714,male,3.3,31.0,0.35,0.35,male
1824,female,3.4,35.0,0.3,0.3,female
1715,male,2.4,23.0,0.35,0.35,male
1823,female,3.8,40.0,0.3,0.3,female
1717,male,3.1,40.0,0.35,0.35,male
1821,female,2.9,41.0,0.3,0.3,female
1718,male,3.3,37.0,0.35,0.35,male
1820,female,3.5,37.0,0.3,0.3,female
1719,male,3.7,43.0,0.35,0.35,male
1756,male,3.5,35.0,0.34,0.34,male
1819,female,3.4,41.0,0.3,0.3,female
1752,male,3.5,39.0,0.34,0.34,male
1818,female,3.0,39.0,0.3,0.3,female
1744,male,3.4,32.5,0.34,0.34,male
1815,female,3.2,32.0,0.3,0.3,female
1738,male,3.3,39.0,0.34,0.34,male
1808,female,3.5,36.0,0.3,0.3,female
1737,male,3.0,37.0,0.34,0.34,male
1739,male,2.7,40.0,0.34,0.34,male
1810,female,3.5,31.0,0.3,0.3,female
1740,male,3.6,31.0,0.34,0.34,male
1811,female,3.6,33.5,0.3,0.3,female
1742,male,3.7,42.0,0.34,0.34,male
1812,female,3.1,34.0,0.3,0.3,female
1766,male,2.7,34.0,0.33,0.33,male
1813,female,3.1,38.0,0.3,0.3,female
1774,male,3.1,24.5,0.33,0.33,male
1772,male,3.3,34.0,0.33,0.33,male
1840,female,3.5,37.0,0.29,0.29,female
1771,male,3.0,36.0,0.33,0.33,male
1838,female,3.2,39.0,0.29,0.29,female
1770,male,2.9,32.0,0.33,0.33,male
1832,female,3.2,33.5,0.29,0.29,female
1768,male,3.1,39.0,0.33,0.33,male
1763,male,3.7,37.0,0.33,0.33,male
1828,female,3.7,39.0,0.29,0.29,female
1762,male,3.6,25.0,0.33,0.33,male
1846,female,3.8,34.0,0.28,0.28,female
1759,male,3.4,35.0,0.33,0.33,male
1849,female,3.5,39.0,0.28,0.28,female
1758,male,3.2,38.0,0.33,0.33,male
1845,female,3.2,36.0,0.28,0.28,female
1757,male,3.8,35.0,0.33,0.33,male
1787,male,2.6,40.0,0.32,0.32,male
1844,female,2.3,27.0,0.28,0.28,female
1780,male,3.5,33.0,0.32,0.32,male
1843,female,3.6,40.0,0.28,0.28,female
1783,male,3.0,33.0,0.32,0.32,male
1842,female,3.6,34.0,0.28,0.28,female
1777,male,2.9,30.0,0.32,0.32,male
1841,female,3.0,38.0,0.28,0.28,female
1776,male,3.3,36.0,0.32,0.32,male
1775,male,2.4,42.0,0.32,0.32,male
1862,female,3.5,40.0,0.27,0.27,female
1804,male,3.8,43.0,0.31,0.31,male
1871,female,3.6,36.0,0.27,0.27,female
1803,male,3.2,31.0,0.31,0.31,male
1870,female,3.1,36.0,0.27,0.27,female
1801,male,3.2,41.0,0.31,0.31,male
1867,female,3.6,42.0,0.27,0.27,female
1798,male,2.9,45.0,0.31,0.31,male
1795,male,3.2,44.0,0.31,0.31,male
1865,female,3.2,39.0,0.27,0.27,female
1794,male,3.1,37.0,0.31,0.31,male
1864,female,3.1,38.0,0.27,0.27,female
1825,male,3.5,35.0,0.3,0.3,male
1863,female,3.7,40.0,0.27,0.27,female
1822,male,3.4,46.0,0.3,0.3,male
1817,male,3.3,32.0,0.3,0.3,male
1859,female,2.7,34.0,0.27,0.27,female
1816,male,2.4,32.5,0.3,0.3,male
1858,female,2.9,35.0,0.27,0.27,female
1809,male,3.5,42.0,0.3,0.3,male
1857,female,3.7,39.0,0.27,0.27,female
1814,male,2.9,31.0,0.3,0.3,male
1856,female,3.1,36.0,0.27,0.27,female
1806,male,3.3,39.0,0.3,0.3,male
1807,male,2.0,30.0,0.3,0.3,male
1854,female,3.0,47.0,0.27,0.27,female
1833,male,3.0,39.0,0.29,0.29,male
1853,female,3.0,38.0,0.27,0.27,female
1839,male,3.1,43.0,0.29,0.29,male
1893,female,2.8,36.0,0.26,0.26,female
1837,male,2.9,39.0,0.29,0.29,male
1888,female,3.4,28.5,0.26,0.26,female
1836,male,3.4,39.0,0.29,0.29,male
1835,male,3.2,35.0,0.29,0.29,male
1890,female,3.6,38.0,0.26,0.26,female
1834,male,3.2,26.5,0.29,0.29,male
1891,female,2.2,34.0,0.26,0.26,female
1830,male,2.9,34.0,0.29,0.29,male
1895,female,3.3,36.5,0.26,0.26,female
1829,male,3.7,44.0,0.29,0.29,male
1896,female,2.9,42.0,0.26,0.26,female
