unique_id,Gender,UGPA,LSAT,ZFYA
19457,male,3.1,42.0,0.36
7459,female,3.4,40.0,0.36
9275,female,2.1,44.0,0.36
17713,male,3.5,36.0,0.36
3099,female,3.1,36.0,0.36
9000,female,3.9,40.0,0.36
3403,male,2.1,37.0,0.36
13888,female,3.2,39.5,0.36
8818,female,3.2,32.0,0.36
9508,female,3.4,34.0,0.36
6151,female,3.3,37.0,0.35
15218,female,3.3,30.0,0.35
14610,female,3.1,40.0,0.35
7051,female,3.1,28.5,0.35
15194,female,3.0,31.5,0.35
8119,male,3.5,47.0,0.35
15270,female,2.8,23.0,0.35
5862,female,3.2,35.0,0.35
15356,female,3.0,30.5,0.35
1728,female,3.5,44.0,0.35
1472,female,3.6,43.0,0.35
10897,male,3.1,41.0,0.35
13081,female,3.5,33.0,0.35
15219,male,3.2,29.5,0.35
20546,female,3.4,40.0,0.35
18972,female,3.6,44.0,0.35
10111,male,3.2,42.0,0.35
18967,male,3.7,43.0,0.35
10674,male,3.3,23.0,0.35
6136,female,2.8,41.0,0.35
16633,female,3.5,38.0,0.35
11425,female,2.9,35.0,0.35
1957,male,3.4,38.0,0.35
10412,male,3.7,40.0,0.34
21100,female,3.5,37.0,0.34
10,female,3.6,31.0,0.34
14841,male,3.7,38.0,0.34
17973,female,3.1,43.0,0.34
11080,male,4.0,45.0,0.34
16100,male,3.6,32.0,0.34
19083,male,3.1,46.0,0.34
11980,male,2.9,37.0,0.34
15457,male,3.2,34.0,0.34
6404,female,3.3,36.5,0.34
9137,female,2.9,37.0,0.34
18433,female,3.4,32.5,0.34
17879,female,3.5,35.0,0.34
5686,male,3.4,39.0,0.34
11943,female,2.7,40.0,0.34
16068,female,2.8,33.0,0.34
13870,female,2.7,42.0,0.34
11900,male,3.1,33.5,0.34
17780,male,3.2,31.0,0.34
18594,female,3.2,38.0,0.33
18508,female,3.5,36.0,0.33
16453,female,3.7,39.0,0.33
5024,male,2.7,36.0,0.33
14302,female,3.3,36.0,0.33
11736,female,3.6,40.0,0.33
1639,male,3.2,35.0,0.33
6889,female,3.4,33.0,0.33
7841,male,3.3,38.0,0.33
281,male,2.8,41.0,0.33
897,male,3.6,35.0,0.33
19211,male,3.7,40.0,0.33
12707,male,3.4,39.0,0.32
14665,female,3.0,40.0,0.32
5476,male,3.2,46.0,0.32
12986,male,3.9,35.0,0.32
17161,male,3.6,37.0,0.32
13701,male,3.4,39.0,0.32
15800,female,3.5,33.0,0.32
9560,female,3.3,33.0,0.32
8081,male,3.5,46.0,0.32
9690,female,2.4,41.0,0.32
9942,female,2.1,37.0,0.32
4166,female,2.5,29.0,0.32
13056,male,3.6,41.0,0.32
20820,female,3.7,41.0,0.32
10181,female,3.0,31.0,0.32
20561,female,2.6,43.0,0.31
14020,male,3.1,36.0,0.31
5737,female,3.0,33.0,0.31
11611,female,3.0,34.0,0.31
1309,female,3.2,44.0,0.31
11366,female,3.0,43.0,0.31
4290,female,3.9,47.0,0.31
18468,male,3.2,34.0,0.31
19079,female,2.8,48.0,0.31
7777,male,2.8,36.0,0.31
11275,female,3.0,45.0,0.31
3743,female,3.4,41.0,0.3
12452,male,3.6,30.0,0.3
1214,male,3.3,46.0,0.3
8632,male,3.2,32.0,0.3
11861,male,3.5,44.0,0.3
692,male,3.4,41.0,0.3
12104,female,3.0,36.5,0.3
1483,female,3.2,44.0,0.3
10619,female,2.4,37.0,0.3
14475,male,3.4,23.0,0.3
2254,female,2.8,39.0,0.3
17604,male,3.5,30.0,0.3
1156,female,3.0,40.0,0.3
6,male,3.6,30.5,0.3
19292,female,3.5,42.0,0.3
12143,female,2.5,36.0,0.3
16996,male,3.3,34.0,0.3
16877,female,2.4,32.5,0.3
16530,male,3.6,30.5,0.3
13513,female,3.6,38.0,0.29
9069,male,3.7,35.0,0.29
20779,female,3.2,31.5,0.29
1625,male,3.2,40.0,0.29
946,male,3.2,35.0,0.29
12899,female,2.8,47.0,0.29
12861,female,3.4,48.0,0.29
18246,male,2.6,37.5,0.29
17179,female,3.4,42.0,0.29
98,female,3.1,43.0,0.29
17697,female,3.0,37.0,0.29
9775,male,3.9,33.0,0.28
20037,male,3.8,34.0,0.28
15312,male,2.3,27.0,0.28
6466,female,3.4,33.0,0.28
7630,female,2.8,39.0,0.28
16330,male,3.2,39.0,0.28
11600,male,2.9,35.5,0.28
712,female,3.8,42.0,0.28
4579,female,3.5,32.5,0.28
13395,male,3.0,38.0,0.28
18056,female,3.7,43.0,0.28
9702,male,3.3,42.0,0.28
9531,male,3.2,36.0,0.28
21375,male,3.7,33.0,0.28
1573,female,2.9,41.0,0.28
12076,male,3.5,35.0,0.28
15272,male,3.7,17.0,0.28
10459,female,3.7,43.0,0.28
19255,female,2.6,39.0,0.27
4815,male,3.2,39.0,0.27
8295,female,3.4,37.0,0.27
18052,male,3.7,45.0,0.27
14581,male,3.6,37.0,0.27
10797,female,3.1,44.0,0.27
208,male,3.2,35.0,0.27
19235,male,3.3,41.0,0.27
9974,female,2.6,34.0,0.27
5325,female,3.7,41.0,0.27
14612,male,3.1,42.0,0.27
10907,male,3.4,38.0,0.27
19,female,3.4,36.0,0.27
9819,female,3.0,41.0,0.27
14532,male,3.1,36.0,0.27
19749,male,2.9,41.0,0.27
3970,male,3.3,35.0,0.27
11276,male,2.8,40.0,0.26
3446,female,2.6,44.0,0.26
2628,male,3.6,37.0,0.26
7323,male,3.2,36.0,0.26
20420,female,3.9,39.0,0.26
3301,male,3.0,41.0,0.26
11960,female,3.2,35.0,0.26
9131,male,3.4,33.0,0.26
20631,male,3.5,37.0,0.26
9406,male,3.0,36.0,0.26
3298,male,3.8,38.0,0.26
3569,male,3.5,36.0,0.26
20416,female,3.3,41.0,0.26
6139,male,2.9,38.0,0.26
9771,male,3.7,36.0,0.26
11295,male,3.1,41.0,0.26
21791,female,3.1,28.0,0.26
9517,male,3.4,41.0,0.26
9733,male,2.8,40.0,0.26
10471,male,3.4,45.0,0.26
4232,female,2.8,30.0,0.25
5101,male,3.4,26.5,0.25
1088,male,3.6,38.0,0.25
13580,male,3.6,45.0,0.25
9889,male,3.3,33.0,0.25
19335,female,3.5,47.0,0.25
5200,female,2.8,36.0,0.25
13491,female,2.9,41.0,0.25
13713,male,3.3,37.5,0.25
12846,female,3.8,47.0,0.25
21785,female,3.3,28.0,0.25
4116,female,2.8,27.5,0.25
5819,female,2.7,41.0,0.25
17559,male,3.8,25.0,0.25
7055,female,2.2,32.0,0.25
16404,male,3.7,46.0,0.24
10146,female,2.9,38.0,0.24
13800,female,3.6,37.0,0.24
20107,male,2.8,33.0,0.24
13318,female,3.7,42.0,0.24
3627,female,2.4,30.0,0.24
17348,male,3.0,33.0,0.24
11074,male,3.9,41.0,0.24
2527,female,3.5,43.0,0.24
17995,female,3.3,40.0,0.24
16631,female,3.2,44.0,0.24
4729,male,3.0,45.0,0.24
17549,female,3.0,37.0,0.24
17659,male,3.6,36.0,0.23
21642,female,2.8,44.0,0.23
5228,male,3.8,40.0,0.23
9735,male,3.3,40.0,0.23
4089,male,3.2,34.0,0.23
20226,female,3.3,43.0,0.23
15759,female,3.5,37.0,0.23
2197,male,3.1,38.0,0.23
14095,male,3.3,35.0,0.23
17176,male,3.7,36.0,0.23
12231,female,3.7,39.0,0.23
13829,female,3.1,41.0,0.23
5790,female,3.5,45.0,0.23
14405,male,3.0,32.5,0.23
1367,male,3.5,42.0,0.23
3893,male,3.4,34.0,0.23
21215,female,3.5,39.0,0.23
17058,male,3.3,37.0,0.23
15347,male,2.6,26.0,0.23
11023,female,3.1,38.0,0.23
16697,female,3.2,39.0,0.23
7634,female,3.7,34.0,0.22
7283,male,3.2,38.0,0.22
16517,male,3.7,39.0,0.22
17279,female,2.8,45.0,0.22
1036,female,3.4,36.0,0.22
8169,male,3.7,41.0,0.22
18179,female,2.8,32.0,0.22
20332,male,2.8,34.0,0.22
17249,female,2.7,34.5,0.22
14218,female,2.9,45.0,0.22
2170,female,3.0,39.0,0.22
19990,female,3.1,39.0,0.22
15010,female,3.0,38.0,0.21
8012,male,4.0,39.0,0.21
15865,male,3.6,45.0,0.21
13557,male,3.5,45.0,0.21
20289,male,3.4,41.0,0.21
18037,male,3.6,43.0,0.21
10773,female,3.0,40.0,0.21
4215,female,2.8,32.0,0.21
7462,female,3.3,41.0,0.21
15832,female,3.8,34.0,0.21
20246,female,3.7,46.0,0.21
9740,female,2.5,46.0,0.21
8148,male,2.9,41.0,0.21
9135,male,3.7,35.0,0.21
8671,female,3.4,35.0,0.2
6011,male,2.8,39.0,0.2
8636,female,3.0,36.0,0.2
5946,female,3.3,32.0,0.2
10519,female,3.6,42.5,0.2
237,female,3.5,31.5,0.2
4536,female,3.2,36.0,0.2
3726,male,3.5,36.0,0.2
7299,female,2.8,38.0,0.2
7127,male,2.6,29.0,0.2
4298,male,3.8,45.0,0.2
7070,female,2.9,24.5,0.2
18278,female,3.5,36.0,0.2
14334,female,2.6,33.0,0.2
14332,female,3.1,37.0,0.2
17260,female,3.5,39.5,0.2
231,male,3.0,41.0,0.2
12272,male,3.4,38.0,0.2
19561,female,2.9,43.0,0.2
7227,male,3.1,31.0,0.2
20208,male,3.4,36.0,0.2
9649,female,2.8,41.0,0.19
1763,male,3.9,38.0,0.19
21535,female,3.4,46.0,0.19
19823,female,2.8,35.0,0.19
14701,male,3.4,42.0,0.19
2576,female,3.7,47.0,0.19
3744,male,3.2,35.0,0.19
1478,female,3.2,45.0,0.19
19050,female,3.3,35.0,0.19
6648,male,3.5,33.5,0.19
18880,female,4.0,39.0,0.19
18938,male,3.3,42.0,0.19
20323,male,3.1,35.0,0.19
14635,female,2.9,40.0,0.19
2157,male,2.8,32.0,0.19
20147,female,3.1,32.0,0.19
7455,male,3.2,38.0,0.19
18879,female,3.0,43.0,0.19
7284,female,3.0,36.0,0.19
10706,female,3.3,24.0,0.18
16639,male,3.1,48.0,0.18
11816,male,3.0,43.0,0.18
6010,male,3.6,31.5,0.18
9497,female,3.3,43.0,0.18
11983,female,3.6,31.0,0.18
15310,female,2.1,30.0,0.18
6277,male,3.0,35.0,0.18
20982,female,2.9,37.0,0.18
6432,female,2.8,37.0,0.18
11906,male,3.3,31.0,0.18
8959,male,3.3,38.0,0.18
12238,male,3.7,39.0,0.18
2087,female,2.8,34.5,0.17
4842,female,3.0,33.0,0.17
15701,male,3.6,37.0,0.17
2966,female,3.7,37.0,0.17
19522,male,3.7,33.0,0.17
5674,female,2.6,35.0,0.17
19582,female,3.4,40.0,0.17
3228,female,3.2,39.0,0.17
15116,male,2.9,32.0,0.17
3261,male,3.7,33.5,0.17
5571,male,3.1,35.0,0.17
13444,female,3.0,46.0,0.17
7614,male,3.3,32.0,0.17
20029,male,3.2,38.0,0.17
14399,female,3.2,38.0,0.17
2780,male,3.6,41.0,0.17
3223,male,2.9,43.0,0.17
994,male,3.5,38.0,0.17
2872,female,3.1,39.0,0.17
20804,female,3.1,44.0,0.17
3581,male,2.9,38.0,0.17
3436,female,3.5,35.0,0.17
8420,female,2.8,32.5,0.16
1905,male,3.1,38.0,0.16
8300,male,3.6,42.0,0.16
4150,female,3.1,30.0,0.16
3789,female,3.8,34.0,0.16
1128,male,3.2,32.0,0.16
7076,female,2.7,26.5,0.16
17681,male,2.7,38.0,0.16
17513,female,3.2,37.5,0.16
3632,male,2.8,25.0,0.16
170,female,2.4,39.0,0.16
2165,male,3.5,36.0,0.16
13121,male,3.4,42.0,0.16
6255,male,3.2,33.5,0.16
7433,female,3.6,35.0,0.16
18339,female,3.5,33.0,0.16
6361,female,3.2,31.5,0.16
570,male,2.7,29.0,0.16
4044,female,3.4,36.5,0.16
7460,female,2.9,43.0,0.16
7104,female,2.7,28.0,0.16
7088,female,2.1,31.0,0.16
7754,male,3.9,37.0,0.16
17153,female,3.5,42.0,0.16
6225,male,2.9,36.0,0.16
13536,male,3.9,42.0,0.16
13668,female,2.9,45.0,0.16
21354,female,3.3,30.0,0.16
6308,male,3.1,27.0,0.16
7903,male,3.8,42.0,0.16
19533,female,3.2,37.0,0.15
16376,male,3.5,43.0,0.15
1620,male,2.9,38.0,0.15
16730,male,3.6,39.0,0.15
12376,female,2.9,35.0,0.15
5494,female,3.5,45.0,0.15
11982,female,3.3,33.5,0.15
17637,female,3.1,40.0,0.15
14453,male,3.0,37.0,0.15
19346,male,4.0,41.0,0.15
19285,female,3.4,42.0,0.15
7875,female,3.0,42.0,0.15
12530,female,2.6,36.0,0.15
12984,female,3.8,39.0,0.15
9883,male,3.0,34.0,0.15
17331,female,2.6,37.0,0.15
11234,male,3.7,35.0,0.15
2318,female,3.1,25.7,0.15
277,male,3.1,37.0,0.14
8639,male,3.1,37.0,0.14
10533,female,3.7,42.0,0.14
18191,female,2.7,30.0,0.14
11506,male,3.1,35.5,0.14
11462,female,2.7,37.0,0.14
18662,female,3.6,44.0,0.14
14677,female,2.3,33.0,0.14
8729,female,3.5,37.0,0.14
20662,male,3.1,35.0,0.14
4310,female,3.9,45.0,0.14
2583,female,3.9,38.0,0.14
4338,male,4.0,42.0,0.14
13864,male,3.7,37.0,0.14
9959,female,2.9,33.0,0.14
1499,male,3.3,33.0,0.14
16048,female,2.8,27.0,0.14
15853,female,3.4,48.0,0.14
6355,female,3.0,33.0,0.14
4563,male,3.0,38.0,0.14
17543,female,3.2,31.0,0.14
4648,female,2.3,38.0,0.14
11543,female,3.0,35.0,0.14
4154,female,2.7,35.0,0.14
13555,female,3.6,43.0,0.14
18595,male,3.8,31.0,0.14
14115,male,3.0,35.0,0.14
8676,female,3.3,33.0,0.14
21111,male,3.3,40.0,0.13
14722,male,2.9,36.0,0.13
11685,male,3.1,37.0,0.13
11737,female,3.8,39.0,0.13
14063,female,2.8,41.0,0.13
3032,male,3.6,46.0,0.13
17383,female,2.7,31.5,0.13
10041,female,3.0,28.0,0.13
17854,female,3.1,35.0,0.13
11864,male,3.4,32.0,0.13
7884,female,3.5,38.0,0.13
13765,female,2.9,44.0,0.13
20106,male,3.2,40.0,0.13
11729,female,3.4,39.0,0.13
17560,male,2.7,41.0,0.13
13458,male,3.5,37.0,0.13
20818,male,3.4,40.0,0.12
15244,female,2.8,20.0,0.12
9405,female,2.7,38.0,0.12
13568,female,3.8,39.0,0.12
19971,male,3.3,42.0,0.12
19546,female,3.4,41.0,0.12
19358,male,3.3,45.0,0.12
4499,male,3.9,31.0,0.12
3074,male,3.5,39.0,0.12
18322,male,3.1,36.0,0.12
19230,female,3.1,45.0,0.12
3834,male,3.8,35.0,0.12
16003,male,3.8,37.0,0.12
20191,female,2.2,45.0,0.12
19940,female,2.4,33.0,0.12
1184,male,3.1,41.0,0.12
19048,female,3.5,37.0,0.12
9582,female,3.0,40.0,0.12
10383,female,3.7,47.0,0.12
19096,male,3.4,36.0,0.12
1803,female,2.2,37.0,0.12
1150,female,3.3,39.0,0.12
3966,male,3.4,37.0,0.12
21728,female,3.5,35.0,0.12
17247,female,2.5,41.0,0.12
3593,male,2.7,36.0,0.11
8238,female,2.8,39.0,0.11
5153,female,3.5,30.0,0.11
8335,male,3.2,37.0,0.11
14004,female,2.6,38.0,0.11
9664,male,2.7,40.0,0.11
249,female,3.7,38.0,0.11
12445,male,3.4,27.0,0.11
13693,male,3.4,36.0,0.11
6039,male,3.0,39.0,0.11
5183,female,3.3,35.0,0.11
8900,male,2.8,41.0,0.11
14898,male,3.1,39.0,0.11
16101,male,3.1,26.0,0.1
18345,male,3.4,38.0,0.1
11858,male,3.4,37.0,0.1
782,male,3.7,41.0,0.1
2952,female,3.7,47.0,0.1
17841,female,3.0,35.0,0.1
16777,female,2.5,32.5,0.1
603,male,3.4,32.0,0.1
739,male,3.4,39.0,0.1
8806,male,3.0,40.0,0.1
4546,female,2.4,40.0,0.1
4933,female,2.5,37.0,0.1
17029,female,3.2,28.0,0.1
14285,male,3.5,30.0,0.1
4728,female,2.8,34.0,0.1
7326,female,2.5,41.0,0.1
7139,female,2.7,18.3,0.1
2205,female,3.0,35.5,0.1
1811,male,4.0,37.0,0.09
13350,female,4.0,41.0,0.09
1778,male,3.5,38.0,0.09
19020,female,4.0,41.0,0.09
15697,male,3.6,35.0,0.09
12563,male,3.0,33.0,0.09
1174,male,3.5,37.0,0.09
1537,female,3.8,34.0,0.09
19159,male,2.9,40.0,0.09
16358,female,2.7,34.0,0.09
17263,female,3.0,42.0,0.09
11979,male,3.2,31.0,0.09
14741,female,3.4,34.0,0.09
14744,male,3.1,30.5,0.09
2862,female,2.9,45.0,0.09
1706,female,3.4,44.0,0.09
6882,female,3.1,25.3,0.09
20173,female,3.4,39.0,0.09
6702,female,2.9,35.0,0.08
8878,female,2.9,26.0,0.08
6332,female,2.8,36.0,0.08
16581,male,3.6,34.5,0.08
13269,female,3.4,42.0,0.08
15078,female,2.9,37.0,0.08
20148,female,2.7,47.0,0.08
10206,female,2.9,36.0,0.08
4317,female,3.6,44.0,0.08
4356,female,3.7,44.0,0.08
3429,female,3.2,40.0,0.08
13268,female,3.3,45.0,0.08
2391,male,3.2,34.0,0.08
18155,female,3.2,38.5,0.08
4285,female,3.9,48.0,0.08
9148,male,3.2,31.0,0.08
10637,female,2.5,33.0,0.08
3900,male,3.4,34.0,0.08
8799,male,3.0,31.0,0.08
19875,female,3.0,41.0,0.08
20238,female,3.9,41.0,0.08
9550,male,3.1,35.0,0.07
20758,female,3.1,38.0,0.07
16512,female,2.4,29.0,0.07
19995,female,2.6,45.0,0.07
4452,female,3.3,46.0,0.07
14461,male,3.8,35.0,0.07
6143,female,3.5,32.0,0.07
11407,male,3.0,34.3,0.07
14384,female,3.3,42.0,0.07
6902,male,2.7,36.0,0.07
18435,male,3.1,35.0,0.07
14297,female,3.3,35.0,0.07
14440,female,2.3,34.0,0.07
20192,male,3.5,38.5,0.06
2434,female,2.4,36.0,0.06
10493,female,3.7,43.0,0.06
861,female,2.6,37.0,0.06
17970,female,3.3,38.0,0.06
16478,female,3.9,48.0,0.06
15695,male,3.5,37.0,0.06
3281,male,3.5,33.0,0.06
6043,male,3.2,38.0,0.06
6835,female,2.9,37.0,0.06
11730,female,3.2,42.0,0.06
10744,male,2.7,40.0,0.06
6079,male,3.1,37.0,0.06
6857,male,3.6,32.5,0.06
3038,male,3.8,46.0,0.06
17506,female,3.2,40.0,0.06
354,female,2.7,30.0,0.06
21092,male,2.8,28.5,0.05
15626,female,3.6,41.0,0.05
12831,male,3.9,45.0,0.05
19738,female,3.5,33.0,0.05
19718,female,3.7,37.5,0.05
21255,female,3.2,48.0,0.05
1122,female,3.4,34.0,0.05
5374,female,3.5,31.0,0.05
18249,male,2.6,37.0,0.05
7030,male,3.5,32.0,0.05
10675,male,2.5,19.0,0.05
19315,female,3.0,42.0,0.05
15241,female,3.2,27.3,0.05
4100,female,3.0,40.0,0.05
21134,female,3.2,39.0,0.05
312,male,3.7,36.0,0.05
9565,female,3.1,34.5,0.05
15106,male,2.7,37.0,0.05
15527,male,3.1,45.0,0.05
4101,female,3.6,36.0,0.05
662,male,3.0,35.0,0.05
3060,female,3.3,33.0,0.05
19724,female,3.0,41.0,0.05
2937,female,3.4,42.0,0.04
5139,male,2.4,36.0,0.04
5666,female,3.2,31.5,0.04
7835,female,3.2,42.0,0.04
17328,female,2.2,40.0,0.04
2736,female,3.3,38.0,0.04
20058,female,3.9,38.0,0.04
14498,female,3.4,36.0,0.04
9222,male,3.1,38.0,0.04
6746,male,3.4,39.0,0.04
16965,female,2.9,38.0,0.04
6252,female,3.2,35.0,0.04
4876,female,3.2,37.0,0.04
3393,female,3.0,30.0,0.04
20903,male,3.9,34.0,0.03
607,male,3.6,26.0,0.03
8483,male,2.9,38.0,0.03
20646,female,2.7,41.0,0.03
2940,female,3.7,44.0,0.03
6645,male,3.0,30.5,0.03
8581,female,2.4,30.0,0.03
3148,female,3.4,30.0,0.03
21630,male,3.4,34.0,0.03
8293,male,3.4,37.0,0.03
15770,male,3.6,39.0,0.03
5258,female,3.7,48.0,0.03
405,female,3.3,37.0,0.03
6510,male,2.9,42.0,0.03
11854,female,3.5,38.0,0.03
1212,female,3.6,37.0,0.03
21769,female,2.8,33.0,0.02
4870,female,2.9,33.0,0.02
14852,female,3.2,34.0,0.02
11330,female,3.6,39.0,0.02
1752,female,3.4,41.0,0.02
9103,female,2.2,37.0,0.02
16015,female,3.2,33.0,0.02
12923,male,2.8,42.0,0.02
597,female,2.8,31.0,0.02
5973,female,2.9,37.0,0.02
15278,male,2.9,25.0,0.02
10090,male,3.4,35.0,0.02
15354,female,2.3,23.0,0.02
4766,female,3.7,34.0,0.02
32,female,2.5,35.0,0.02
15596,female,3.9,46.0,0.02
14270,female,2.8,37.0,0.02
10565,female,3.3,32.0,0.02
5687,male,2.9,39.0,0.02
5930,male,3.2,35.0,0.02
11899,female,2.5,31.0,0.01
13867,female,3.3,41.0,0.01
10293,female,2.4,35.0,0.01
14059,female,3.3,36.0,0.01
21178,female,3.3,45.0,0.01
12255,female,3.8,32.0,0.01
7398,female,3.5,36.0,0.01
10230,female,3.0,33.0,0.01
8262,female,3.4,42.0,0.01
799,female,3.3,44.0,0.01
17956,female,3.6,38.0,0.01
13419,female,2.7,40.0,0.01
17524,female,3.7,37.0,0.01
18042,male,3.3,43.0,0.01
6988,male,3.2,33.0,0.01
1133,male,2.7,27.5,0.0
2489,male,3.3,35.0,0.0
5336,female,3.7,43.0,0.0
9870,female,2.8,36.0,0.0
17063,female,3.3,34.0,0.0
2558,female,3.4,46.0,0.0
883,male,3.5,33.0,0.0
19584,male,3.4,43.0,-0.01
16814,male,3.0,33.0,-0.01
13352,female,3.5,36.0,-0.01
6613,female,2.9,38.0,-0.01
19256,female,3.1,39.0,-0.01
14275,female,3.1,41.5,-0.01
2659,male,3.6,40.0,-0.01
6138,male,3.0,35.0,-0.01
2346,male,2.5,33.5,-0.01
4406,male,3.6,40.0,-0.01
15494,female,3.5,37.0,-0.01
12922,female,3.9,43.0,-0.01
4883,female,2.7,35.0,-0.02
14569,female,3.2,34.5,-0.02
1045,male,3.3,34.5,-0.02
21438,male,3.6,36.0,-0.02
3562,female,3.4,33.0,-0.02
20845,female,3.5,39.0,-0.02
4871,male,2.7,35.0,-0.02
8353,female,3.6,39.0,-0.02
5344,female,3.8,37.0,-0.02
9521,female,3.4,34.0,-0.02
9498,female,3.2,40.0,-0.02
16128,female,2.7,25.0,-0.02
12284,female,3.4,37.0,-0.02
21490,male,3.5,42.0,-0.02
3515,female,3.2,41.0,-0.02
6191,male,3.3,34.0,-0.02
19266,female,3.3,38.0,-0.03
20156,female,3.8,37.0,-0.03
18466,female,2.9,33.0,-0.03
11973,female,3.2,33.0,-0.03
6992,female,3.7,39.0,-0.03
11142,male,2.5,33.0,-0.03
2320,female,2.8,35.0,-0.03
10284,male,3.2,33.0,-0.03
13553,male,3.6,42.0,-0.03
18591,male,3.8,32.0,-0.03
1501,female,3.1,47.0,-0.03
10408,female,3.8,41.0,-0.03
16152,male,3.9,43.0,-0.03
4971,female,2.9,26.5,-0.03
10242,male,2.5,35.5,-0.03
5001,female,3.1,28.0,-0.03
14482,female,2.6,40.0,-0.03
16251,female,3.7,47.0,-0.03
1409,female,3.1,38.0,-0.03
14286,female,3.7,36.0,-0.03
16228,female,3.6,48.0,-0.03
3147,female,3.0,34.5,-0.03
10816,female,3.6,31.0,-0.03
5205,female,3.2,33.0,-0.03
16782,male,2.4,28.0,-0.04
16864,male,3.2,31.0,-0.04
19104,female,3.8,41.0,-0.04
9241,male,2.8,40.0,-0.04
15058,female,2.6,30.0,-0.04
5280,female,3.7,41.0,-0.04
16843,female,2.9,33.0,-0.04
4784,female,3.1,47.0,-0.04
12691,female,3.0,27.7,-0.04
9471,female,2.6,40.0,-0.04
12614,female,2.7,44.0,-0.04
10641,female,2.5,26.0,-0.04
16055,female,2.6,32.0,-0.04
17574,female,3.5,35.0,-0.04
6880,male,3.2,34.0,-0.04
14992,female,2.4,43.0,-0.04
5551,female,3.7,40.0,-0.04
8934,female,2.4,34.0,-0.05
18523,female,3.6,33.0,-0.05
4721,female,3.2,33.0,-0.05
16721,male,3.4,39.0,-0.05
48,male,3.7,38.0,-0.05
11332,female,3.1,41.0,-0.05
16577,male,3.3,38.0,-0.05
18462,female,2.9,36.0,-0.05
14568,female,3.2,36.5,-0.05
18060,female,3.8,42.0,-0.05
11311,male,3.3,40.0,-0.05
1903,male,3.6,39.0,-0.06
5775,female,3.6,44.0,-0.06
3826,female,3.5,38.0,-0.06
14394,female,3.5,36.0,-0.06
7663,female,3.3,30.0,-0.06
5419,female,3.3,48.0,-0.06
1677,female,3.1,35.0,-0.06
3881,female,3.6,36.0,-0.06
15927,female,3.2,40.0,-0.06
4743,male,3.5,34.0,-0.06
18015,female,3.3,48.0,-0.06
7506,male,3.6,27.5,-0.06
17959,female,4.0,37.0,-0.06
7510,male,3.4,34.0,-0.06
21693,male,3.6,37.0,-0.07
7000,female,2.6,41.0,-0.07
13314,female,3.6,47.0,-0.07
13687,male,3.4,41.0,-0.07
20089,male,3.7,34.0,-0.07
11674,female,2.8,36.0,-0.07
18503,female,3.0,40.0,-0.07
20472,female,3.1,38.0,-0.07
20946,female,3.5,40.0,-0.07
3259,female,3.6,33.0,-0.07
5929,male,2.9,29.5,-0.07
10966,male,2.7,36.0,-0.07
13522,male,3.2,39.0,-0.07
21146,male,3.6,39.0,-0.07
7862,female,3.1,42.0,-0.07
13487,male,3.3,38.0,-0.07
3216,male,3.3,36.0,-0.07
13260,male,3.7,40.0,-0.07
8486,female,3.5,38.0,-0.07
3190,male,3.5,32.0,-0.07
11516,male,3.0,34.0,-0.07
11457,male,3.4,33.0,-0.07
18511,male,3.0,41.0,-0.07
4945,female,2.9,35.0,-0.07
20708,male,3.3,36.0,-0.07
4586,female,3.1,38.0,-0.08
426,female,3.6,40.0,-0.08
8249,female,3.4,37.5,-0.08
5689,male,3.1,34.0,-0.08
6090,male,2.7,40.0,-0.08
16137,female,3.7,45.5,-0.08
9266,female,3.4,37.0,-0.08
4646,female,3.2,33.5,-0.08
16198,female,3.7,47.0,-0.08
1113,male,3.2,41.0,-0.08
3727,female,3.4,35.0,-0.08
7722,male,3.3,44.0,-0.08
19647,female,3.2,41.0,-0.08
12507,female,2.6,40.0,-0.08
14480,male,3.3,28.0,-0.08
2432,female,3.3,36.0,-0.08
13821,female,3.2,37.0,-0.08
12653,male,3.8,30.0,-0.08
12525,female,3.3,33.0,-0.08
14828,female,3.8,43.0,-0.08
3169,male,3.8,38.0,-0.08
2399,female,3.2,39.0,-0.09
1890,male,3.4,35.0,-0.09
10600,male,3.0,32.0,-0.09
8022,female,3.2,39.5,-0.09
21062,female,3.0,32.0,-0.09
14100,male,3.3,32.5,-0.09
3117,female,3.0,30.0,-0.09
14949,female,3.6,42.0,-0.09
8054,male,3.6,40.0,-0.09
2187,male,3.3,37.0,-0.09
13089,male,3.4,36.0,-0.09
16311,male,3.2,33.0,-0.09
13854,male,3.8,39.0,-0.09
6384,male,3.5,30.0,-0.09
10232,male,2.8,37.0,-0.09
8855,male,2.2,34.0,-0.09
3102,male,3.0,35.0,-0.09
15013,male,3.7,43.0,-0.09
17593,male,3.0,35.0,-0.09
3895,male,3.3,38.0,-0.1
7196,male,3.0,29.5,-0.1
1932,female,3.1,39.0,-0.1
7814,female,3.1,30.0,-0.1
5512,female,3.7,43.0,-0.1
16060,female,2.9,37.0,-0.1
3163,female,3.1,34.0,-0.1
14119,male,2.9,40.0,-0.1
1002,female,3.1,38.0,-0.1
16766,male,3.1,30.0,-0.1
7815,female,3.3,39.0,-0.1
1915,female,3.5,36.0,-0.1
7539,male,3.4,37.0,-0.1
10630,female,2.7,26.0,-0.1
5746,female,2.5,37.0,-0.1
1007,male,3.4,37.0,-0.1
