Gender,UGPA,LSAT,ZFYA
male,3.5,35.0,-0.04
male,3.5,39.0,-0.04
female,2.7,20.0,-0.04
male,2.6,32.0,-0.04
female,3.2,45.0,-0.04
male,3.2,37.5,-0.04
male,3.1,31.5,-0.04
female,3.6,33.0,-0.04
male,3.3,31.0,-0.04
female,2.7,29.0,-0.04
male,3.0,37.0,-0.04
male,2.7,36.0,-0.05
male,2.7,38.0,-0.05
female,3.5,37.0,-0.05
female,3.1,43.0,-0.05
male,3.0,38.0,-0.05
male,3.1,33.0,-0.05
female,3.3,37.0,-0.05
female,2.6,26.0,-0.05
male,3.9,34.0,-0.05
female,3.2,28.0,-0.05
female,3.5,30.0,-0.05
female,3.5,35.0,-0.05
female,3.3,31.0,-0.05
male,3.0,37.0,-0.05
female,2.8,22.0,-0.05
female,3.4,39.0,-0.05
male,3.2,37.0,-0.05
male,3.8,42.0,-0.05
male,3.7,29.5,-0.05
male,3.5,40.0,-0.05
male,2.6,44.0,-0.05
female,3.4,40.0,-0.05
male,3.1,26.0,-0.05
male,2.4,37.0,-0.05
male,3.9,37.0,-0.05
male,3.9,38.5,-0.05
female,3.7,40.0,-0.05
male,2.9,40.0,-0.05
female,3.2,30.0,-0.05
male,3.1,41.0,-0.05
male,3.5,33.0,-0.05
male,3.5,34.0,-0.05
female,2.4,40.0,-0.05
female,3.9,31.0,-0.05
male,2.8,39.7,-0.05
male,3.7,40.0,-0.05
female,3.4,34.0,-0.05
male,2.9,36.0,-0.05
male,3.2,37.0,-0.05
male,3.5,43.0,-0.05
male,3.7,37.0,-0.05
male,2.8,39.0,-0.05
female,2.7,36.0,-0.05
male,3.1,41.0,-0.05
female,3.4,35.0,-0.05
male,2.7,36.0,-0.05
female,3.7,38.0,-0.05
female,3.2,38.0,-0.05
female,2.9,35.0,-0.05
male,3.4,41.0,-0.05
female,3.7,42.0,-0.05
male,3.0,44.0,-0.05
male,3.0,24.5,-0.05
male,2.4,34.0,-0.05
male,3.2,36.5,-0.05
male,3.0,34.0,-0.05
male,3.1,35.0,-0.05
male,2.9,34.0,-0.05
female,3.7,40.0,-0.05
female,3.0,38.0,-0.05
male,3.4,28.0,-0.05
female,3.5,30.0,-0.05
female,3.6,38.0,-0.05
female,3.8,42.0,-0.05
male,3.2,36.0,-0.05
female,3.4,33.0,-0.05
female,3.3,40.0,-0.05
male,3.3,40.0,-0.05
female,3.0,35.0,-0.05
male,2.4,33.0,-0.05
female,3.4,40.0,-0.05
male,3.3,40.0,-0.05
female,2.5,36.0,-0.05
male,3.1,26.0,-0.05
male,2.3,34.0,-0.05
male,2.8,31.0,-0.05
male,2.9,21.0,-0.05
female,2.9,29.0,-0.05
female,3.7,36.0,-0.05
male,3.8,40.0,-0.05
female,2.9,34.0,-0.05
male,3.3,35.0,-0.05
male,3.1,39.5,-0.05
male,3.4,47.0,-0.06
female,2.8,44.0,-0.06
female,3.6,39.0,-0.06
male,2.9,39.0,-0.06
male,2.4,31.5,-0.06
male,3.5,36.0,-0.06
female,2.9,30.0,-0.06
male,3.0,39.0,-0.06
male,3.5,27.0,-0.06
female,3.5,38.0,-0.06
female,3.2,32.0,-0.06
female,3.4,37.0,-0.06
male,3.8,34.0,-0.06
female,2.9,36.0,-0.06
male,2.9,29.0,-0.06
male,3.1,35.0,-0.06
male,3.4,43.0,-0.06
male,3.1,33.0,-0.06
male,3.4,42.0,-0.06
male,3.5,38.0,-0.06
female,3.6,41.0,-0.06
male,2.4,39.0,-0.06
male,3.5,40.0,-0.06
male,3.5,40.0,-0.06
male,3.3,48.0,-0.06
female,3.4,32.0,-0.06
female,3.2,35.0,-0.06
male,3.7,36.0,-0.06
female,3.0,41.0,-0.06
male,3.6,36.0,-0.06
male,4.0,37.0,-0.06
male,3.3,39.0,-0.06
female,3.5,46.0,-0.06
male,2.9,33.0,-0.06
male,3.1,39.0,-0.06
female,3.6,45.0,-0.06
male,3.4,46.0,-0.06
male,3.5,36.0,-0.06
female,3.2,37.0,-0.06
female,3.4,34.0,-0.06
male,3.4,40.0,-0.06
female,3.8,35.0,-0.06
male,3.1,40.0,-0.06
male,3.6,44.0,-0.06
female,3.3,41.0,-0.06
female,3.4,37.0,-0.06
male,2.6,40.0,-0.06
female,3.4,39.0,-0.06
female,3.5,34.0,-0.06
male,3.3,48.0,-0.06
male,2.2,38.0,-0.06
female,3.8,33.0,-0.06
male,2.7,37.0,-0.06
male,3.5,42.0,-0.07
male,2.7,37.0,-0.07
female,3.1,38.0,-0.07
male,2.6,21.5,-0.07
female,3.5,42.0,-0.07
female,3.5,32.0,-0.07
male,2.7,38.0,-0.07
female,3.6,37.0,-0.07
female,2.7,36.0,-0.07
female,3.7,45.0,-0.07
female,3.4,35.0,-0.07
male,3.5,36.0,-0.07
male,3.0,32.0,-0.07
male,3.9,42.0,-0.07
male,3.6,47.0,-0.07
male,2.6,41.0,-0.07
male,3.1,41.0,-0.07
male,3.2,36.0,-0.07
male,3.3,37.0,-0.07
female,3.9,40.0,-0.07
male,3.3,41.0,-0.07
male,3.3,43.0,-0.07
male,3.5,35.0,-0.07
female,3.7,40.0,-0.07
female,3.0,35.0,-0.07
female,3.7,36.0,-0.07
male,2.1,36.0,-0.07
female,3.4,33.0,-0.07
female,2.7,28.0,-0.07
female,3.6,37.0,-0.07
male,2.9,38.0,-0.07
female,3.1,37.0,-0.07
male,2.8,35.0,-0.07
female,3.9,34.0,-0.07
female,3.2,40.0,-0.07
male,3.2,38.0,-0.07
female,3.5,45.0,-0.07
female,3.4,37.0,-0.07
female,3.6,46.0,-0.07
female,3.7,34.0,-0.07
male,3.2,33.0,-0.07
male,3.1,26.5,-0.07
male,3.1,42.0,-0.07
male,3.7,40.0,-0.07
male,2.6,41.0,-0.07
female,3.1,39.0,-0.07
female,3.2,38.0,-0.07
female,3.0,34.0,-0.07
male,2.7,37.0,-0.07
female,2.9,40.0,-0.07
male,3.7,35.0,-0.07
female,3.5,38.0,-0.07
female,3.3,34.5,-0.07
female,3.3,36.0,-0.07
female,3.7,38.0,-0.07
female,2.9,41.0,-0.07
male,2.5,34.0,-0.07
male,3.3,29.0,-0.07
male,3.5,26.0,-0.07
female,3.0,33.0,-0.07
female,3.0,41.0,-0.07
female,3.3,36.0,-0.07
male,2.4,35.0,-0.07
male,3.5,40.0,-0.07
female,3.6,39.0,-0.07
female,3.4,41.0,-0.07
male,3.7,45.0,-0.07
female,3.3,38.0,-0.07
male,3.5,34.0,-0.07
female,2.8,36.0,-0.07
female,3.1,37.0,-0.07
female,3.1,34.0,-0.07
male,3.4,33.0,-0.07
male,2.8,44.0,-0.07
male,3.3,33.5,-0.07
male,3.1,34.0,-0.07
female,3.2,35.0,-0.07
male,3.3,28.0,-0.07
male,2.5,31.0,-0.07
male,3.9,43.0,-0.07
male,3.3,45.0,-0.07
female,3.3,30.0,-0.07
male,3.6,34.0,-0.07
female,2.8,41.0,-0.07
male,2.3,37.0,-0.08
female,3.7,32.0,-0.08
male,2.6,42.0,-0.08
female,4.0,40.0,-0.08
male,3.5,29.0,-0.08
female,3.4,36.0,-0.08
male,3.1,34.0,-0.08
male,3.1,39.0,-0.08
male,2.5,26.0,-0.08
male,3.0,38.0,-0.08
female,3.1,35.0,-0.08
female,3.4,31.0,-0.08
male,3.3,33.0,-0.08
female,3.0,32.0,-0.08
female,3.4,42.0,-0.08
female,3.8,42.0,-0.08
female,3.3,36.0,-0.08
female,3.6,45.0,-0.08
male,3.3,41.0,-0.08
female,2.4,36.5,-0.08
female,3.0,26.0,-0.08
male,3.7,39.0,-0.08
female,3.2,39.0,-0.08
male,3.2,37.0,-0.08
male,3.4,35.0,-0.08
female,3.5,29.0,-0.08
female,3.6,27.5,-0.08
male,3.2,30.5,-0.08
female,3.3,42.0,-0.08
male,2.6,29.0,-0.08
male,3.5,30.5,-0.08
female,3.8,32.0,-0.08
male,3.3,37.7,-0.08
male,2.8,25.5,-0.08
male,3.4,37.0,-0.08
male,3.3,35.0,-0.08
male,3.5,39.0,-0.08
female,3.9,36.0,-0.08
male,3.4,37.5,-0.08
male,3.8,41.0,-0.08
male,3.1,38.0,-0.08
male,2.9,32.0,-0.08
male,3.7,44.0,-0.08
male,3.3,42.0,-0.08
male,3.0,38.5,-0.08
female,3.4,32.5,-0.08
female,3.2,37.0,-0.08
female,3.5,24.0,-0.08
male,3.7,37.0,-0.08
female,2.9,36.0,-0.08
male,3.6,40.0,-0.08
female,3.1,39.0,-0.08
male,3.2,37.0,-0.08
female,3.6,39.0,-0.08
male,3.9,36.0,-0.08
male,2.6,40.0,-0.08
male,2.8,45.0,-0.08
female,3.1,31.0,-0.08
male,3.2,33.5,-0.08
female,3.3,39.0,-0.08
male,2.2,43.0,-0.08
male,2.8,42.0,-0.08
male,3.8,43.0,-0.08
female,3.3,28.0,-0.08
female,3.0,40.0,-0.08
female,3.1,35.0,-0.08
male,3.7,47.0,-0.08
male,3.8,32.5,-0.08
female,3.8,41.0,-0.08
female,3.4,35.0,-0.08
male,3.2,32.0,-0.08
female,3.6,36.0,-0.08
female,3.5,33.0,-0.08
female,3.2,41.0,-0.08
male,2.6,25.0,-0.08
male,3.1,35.5,-0.08
female,2.7,40.0,-0.08
male,3.3,36.0,-0.08
male,3.8,30.0,-0.08
female,3.8,39.0,-0.09
female,3.6,35.0,-0.09
male,2.9,44.0,-0.09
female,3.3,37.0,-0.09
female,3.0,35.0,-0.09
female,3.6,39.5,-0.09
male,3.1,28.0,-0.09
female,2.8,34.5,-0.09
female,2.6,28.0,-0.09
female,2.8,37.0,-0.09
female,3.4,35.0,-0.09
male,2.8,30.0,-0.09
male,3.1,45.0,-0.09
male,3.3,35.0,-0.09
male,3.5,37.0,-0.09
male,3.8,42.0,-0.09
female,3.3,25.0,-0.09
female,2.2,34.0,-0.09
male,3.6,44.0,-0.09
male,3.6,35.5,-0.09
female,3.3,38.0,-0.09
female,3.4,37.0,-0.09
female,3.7,43.0,-0.09
male,3.0,21.0,-0.09
male,3.0,38.0,-0.09
female,3.5,30.0,-0.09
male,3.3,37.0,-0.09
male,3.6,42.0,-0.09
female,2.9,36.0,-0.09
female,3.4,47.0,-0.09
male,2.8,25.5,-0.09
male,2.6,40.0,-0.09
male,3.2,39.0,-0.09
male,3.0,32.0,-0.09
female,3.1,37.0,-0.09
female,3.3,32.5,-0.09
male,3.3,37.5,-0.09
female,3.6,40.0,-0.09
male,3.5,39.5,-0.09
male,2.8,28.0,-0.09
male,3.0,30.0,-0.09
female,3.6,40.0,-0.09
female,3.4,36.0,-0.09
female,3.0,32.0,-0.09
male,3.2,39.5,-0.09
female,2.7,25.5,-0.09
male,3.0,40.0,-0.1
female,3.5,39.0,-0.1
female,3.3,38.0,-0.1
male,2.4,28.3,-0.1
female,3.1,30.0,-0.1
male,3.4,27.0,-0.1
male,3.5,37.0,-0.1
female,3.4,32.0,-0.1
female,3.1,34.0,-0.1
male,3.2,42.0,-0.1
male,3.3,23.0,-0.1
male,3.1,37.0,-0.1
male,3.6,36.5,-0.1
female,2.4,22.3,-0.1
male,2.6,38.0,-0.1
male,3.1,36.0,-0.1
male,3.4,30.5,-0.1
male,2.6,30.5,-0.1
male,3.3,39.0,-0.1
male,2.4,27.5,-0.1
male,3.3,38.0,-0.1
male,3.3,38.0,-0.1
female,3.6,34.0,-0.1
female,2.9,38.0,-0.1
male,2.7,33.0,-0.1
female,3.7,27.0,-0.1
male,3.7,43.0,-0.1
female,3.1,39.0,-0.1
female,2.9,40.0,-0.1
male,2.6,42.0,-0.1
female,3.1,34.0,-0.1
female,4.0,34.0,-0.1
female,2.9,27.5,-0.1
male,3.2,23.0,-0.1
male,3.3,33.5,-0.1
female,3.6,39.0,-0.1
male,2.7,31.0,-0.1
male,3.1,39.0,-0.1
female,3.3,38.0,-0.1
male,3.1,30.0,-0.1
male,3.2,35.0,-0.1
male,2.9,37.0,-0.1
male,2.4,39.0,-0.1
male,3.5,36.0,-0.1
male,3.3,37.0,-0.1
male,3.1,34.0,-0.1
female,3.4,41.0,-0.1
female,3.4,37.5,-0.1
male,3.0,30.0,-0.1
female,3.1,31.0,-0.1
female,3.0,36.0,-0.1
female,3.0,33.0,-0.1
male,2.4,39.0,-0.1
male,2.9,38.0,-0.1
male,3.2,35.0,-0.1
female,3.4,37.0,-0.1
male,2.3,36.0,-0.1
male,2.8,33.0,-0.1
male,3.2,37.0,-0.1
female,2.3,35.0,-0.1
female,3.3,37.0,-0.1
male,2.7,26.0,-0.1
female,3.1,30.0,-0.1
male,3.4,44.0,-0.1
male,3.8,44.0,-0.1
male,3.5,41.0,-0.1
female,3.4,37.0,-0.1
male,3.6,27.0,-0.1
male,3.3,39.0,-0.1
male,3.9,37.0,-0.1
female,3.4,40.0,-0.1
male,3.5,37.0,-0.1
male,3.5,37.0,-0.1
female,2.7,29.0,-0.1
female,2.8,36.0,-0.1
male,2.5,37.0,-0.1
male,2.8,37.0,-0.1
female,3.3,37.0,-0.1
female,3.0,29.5,-0.1
male,2.6,33.0,-0.1
male,3.6,36.0,-0.1
male,3.3,36.0,-0.1
female,3.2,35.0,-0.1
male,3.3,42.0,-0.1
male,3.1,34.0,-0.1
female,2.1,21.0,-0.1
male,3.5,36.0,-0.1
female,2.8,31.0,-0.1
male,2.5,34.0,-0.1
male,3.9,31.0,-0.1
male,2.8,38.0,-0.1
male,3.2,31.0,-0.1
female,3.3,38.0,-0.1
female,3.0,30.0,-0.1
male,2.1,43.0,-0.1
male,2.6,38.0,-0.1
female,4.0,31.0,-0.1
male,3.0,36.0,-0.1
male,2.8,42.0,-0.1
male,3.1,34.0,-0.1
male,3.1,35.0,-0.1
female,3.0,46.0,-0.11
male,2.6,38.0,-0.11
male,3.4,43.0,-0.11
male,3.6,45.0,-0.11
female,3.3,27.0,-0.11
male,3.5,39.0,-0.11
male,3.2,32.0,-0.11
male,3.4,40.0,-0.11
female,2.9,40.0,-0.11
female,3.4,37.0,-0.11
female,3.3,39.0,-0.11
male,2.5,36.0,-0.11
female,3.4,42.0,-0.11
male,3.0,41.0,-0.11
male,3.5,38.0,-0.11
female,3.4,35.3,-0.11
female,3.3,35.0,-0.11
female,3.5,42.0,-0.11
female,3.3,37.0,-0.11
female,3.9,39.0,-0.11
male,3.5,41.0,-0.11
male,2.8,30.0,-0.11
male,3.3,32.5,-0.11
male,4.0,36.0,-0.11
male,3.7,47.0,-0.11
male,3.4,33.0,-0.11
female,3.4,46.0,-0.11
female,3.2,36.0,-0.11
female,3.9,39.0,-0.11
female,3.1,43.0,-0.11
female,3.1,30.0,-0.11
male,2.4,38.0,-0.11
male,3.0,29.0,-0.11
female,3.5,34.0,-0.11
female,2.8,28.0,-0.11
male,3.3,42.0,-0.11
male,3.1,41.0,-0.11
female,2.2,34.0,-0.11
female,4.0,33.0,-0.11
female,2.7,31.0,-0.11
female,3.5,29.0,-0.11
male,3.0,37.0,-0.11
female,3.0,38.0,-0.11
male,3.4,33.0,-0.11
male,2.1,39.0,-0.11
male,3.8,37.0,-0.11
male,2.8,44.0,-0.11
female,3.2,39.0,-0.11
female,3.6,42.0,-0.11
female,2.8,34.0,-0.11
female,3.3,42.0,-0.11
male,3.4,36.0,-0.11
female,3.3,39.0,-0.11
male,3.5,45.0,-0.11
female,4.0,40.0,-0.11
male,2.8,38.0,-0.11
male,3.8,39.0,-0.11
male,3.1,46.0,-0.11
male,2.3,37.5,-0.11
female,3.3,31.0,-0.11
female,3.8,38.0,-0.11
male,3.4,37.0,-0.11
male,3.2,44.0,-0.11
male,3.5,34.0,-0.11
female,3.8,41.0,-0.11
female,3.5,37.0,-0.11
male,3.0,41.0,-0.11
female,3.3,43.0,-0.11
male,3.1,44.0,-0.11
female,3.4,40.0,-0.11
male,3.4,35.0,-0.11
male,3.1,40.0,-0.11
female,3.4,42.0,-0.11
male,3.4,32.0,-0.11
male,2.7,36.0,-0.11
female,2.0,21.0,-0.11
male,3.5,29.5,-0.11
male,3.0,35.0,-0.11
female,3.4,41.0,-0.11
male,3.4,35.0,-0.11
male,3.4,39.0,-0.11
male,3.5,36.0,-0.11
male,3.4,39.0,-0.11
female,2.9,36.0,-0.11
male,3.4,42.0,-0.12
female,2.8,26.5,-0.12
male,2.7,34.0,-0.12
male,3.7,45.0,-0.12
male,3.0,37.0,-0.12
male,3.4,37.0,-0.12
male,3.8,39.0,-0.12
male,3.6,45.0,-0.12
male,3.2,46.0,-0.12
female,3.1,29.0,-0.12
female,3.3,29.0,-0.12
male,3.4,28.5,-0.12
female,3.6,45.0,-0.12
female,3.1,42.0,-0.12
male,3.2,42.5,-0.12
female,3.0,38.0,-0.12
male,3.6,41.0,-0.12
female,3.5,33.0,-0.12
male,3.2,34.5,-0.12
female,3.5,46.0,-0.12
male,3.0,35.0,-0.12
male,3.2,46.0,-0.12
female,3.0,31.5,-0.12
male,2.1,33.0,-0.12
male,2.7,30.0,-0.12
female,3.9,40.0,-0.12
male,3.4,42.0,-0.12
male,3.6,47.0,-0.12
female,3.8,45.0,-0.12
male,2.9,36.0,-0.12
male,2.8,29.0,-0.12
male,2.5,36.0,-0.12
female,3.5,36.0,-0.12
female,3.7,43.0,-0.12
male,3.1,40.0,-0.12
male,3.6,41.0,-0.12
male,3.3,36.0,-0.12
female,3.2,30.5,-0.12
male,3.4,42.0,-0.12
male,3.6,47.0,-0.12
female,2.7,40.0,-0.12
male,3.7,46.0,-0.12
female,3.8,37.0,-0.12
female,3.5,35.0,-0.12
male,3.8,33.5,-0.12
male,2.8,33.0,-0.12
male,2.8,25.0,-0.12
male,2.9,46.0,-0.12
male,2.6,41.0,-0.12
male,3.1,39.0,-0.12
female,3.1,34.0,-0.12
male,2.8,34.0,-0.12
male,3.0,39.0,-0.12
female,3.4,44.0,-0.12
male,2.4,37.0,-0.12
female,3.5,31.3,-0.12
female,3.0,34.0,-0.12
male,3.2,40.0,-0.12
male,2.9,39.0,-0.12
male,2.7,37.0,-0.12
female,3.2,37.0,-0.12
male,3.3,32.0,-0.12
male,3.5,41.0,-0.12
female,3.1,29.5,-0.12
female,2.3,28.0,-0.12
female,3.5,40.0,-0.12
female,3.9,36.0,-0.12
male,3.3,40.0,-0.12
male,3.0,37.5,-0.12
female,2.8,35.0,-0.12
male,3.3,32.0,-0.12
male,3.4,44.0,-0.12
male,2.5,40.0,-0.12
male,3.5,44.0,-0.12
female,3.5,35.0,-0.12
male,3.0,30.0,-0.12
female,3.5,41.0,-0.12
female,3.7,36.0,-0.13
female,3.2,38.5,-0.13
male,2.6,36.0,-0.13
female,3.3,41.0,-0.13
female,4.0,37.0,-0.13
male,3.1,31.0,-0.13
male,2.6,27.0,-0.13
male,3.0,35.0,-0.13
female,3.5,35.5,-0.13
male,3.5,44.0,-0.13
female,3.3,37.0,-0.13
female,3.7,36.0,-0.13
female,3.5,42.0,-0.13
male,3.1,33.0,-0.13
male,2.9,35.0,-0.13
female,2.8,34.0,-0.13
male,3.6,34.0,-0.13
male,3.2,39.0,-0.13
male,2.4,42.0,-0.13
female,3.1,32.0,-0.13
female,2.1,36.0,-0.13
female,3.0,39.0,-0.13
male,3.2,41.0,-0.13
male,2.7,42.0,-0.13
male,2.6,36.0,-0.13
male,3.4,33.0,-0.13
male,3.1,31.0,-0.13
female,3.1,37.0,-0.13
female,3.6,35.0,-0.13
female,3.0,39.0,-0.13
female,3.3,40.0,-0.13
male,3.2,36.0,-0.13
female,3.4,35.0,-0.13
male,2.8,39.0,-0.13
male,2.8,35.0,-0.13
female,3.5,36.0,-0.13
male,3.9,33.0,-0.13
male,3.2,30.5,-0.13
male,3.5,38.0,-0.13
female,3.0,33.5,-0.13
female,3.1,39.0,-0.13
male,3.9,36.0,-0.13
male,2.9,40.0,-0.13
female,3.1,42.0,-0.13
female,3.5,37.0,-0.13
male,3.1,37.0,-0.13
male,3.8,24.0,-0.13
female,3.0,37.0,-0.13
female,2.8,33.0,-0.13
female,3.6,46.0,-0.13
female,3.5,32.0,-0.13
male,2.7,39.0,-0.13
male,3.1,34.0,-0.13
female,3.1,44.0,-0.13
female,2.9,30.0,-0.13
male,3.3,36.0,-0.13
male,3.3,38.0,-0.13
female,3.5,45.0,-0.13
male,3.5,39.0,-0.13
male,3.3,39.0,-0.13
male,2.9,42.0,-0.13
female,3.3,35.0,-0.13
female,3.4,34.0,-0.13
male,2.9,37.0,-0.13
male,3.5,31.5,-0.13
male,2.5,29.7,-0.14
female,3.7,32.0,-0.14
female,3.6,32.5,-0.14
female,2.3,37.0,-0.14
male,2.6,24.0,-0.14
female,2.8,45.0,-0.14
male,3.4,35.0,-0.14
female,2.7,40.0,-0.14
female,3.8,32.0,-0.14
male,3.5,39.0,-0.14
male,2.9,34.0,-0.14
male,3.0,34.0,-0.14
female,2.8,34.0,-0.14
female,3.6,46.0,-0.14
male,2.5,38.0,-0.14
male,3.5,41.0,-0.14
female,3.9,42.0,-0.14
female,3.8,39.0,-0.14
male,3.8,33.0,-0.14
male,2.8,28.0,-0.14
male,3.2,33.0,-0.14
female,2.9,30.0,-0.14
female,3.2,31.5,-0.14
male,3.4,31.0,-0.14
male,3.2,33.0,-0.14
female,3.2,36.0,-0.14
male,3.1,36.0,-0.14
male,2.9,35.0,-0.14
male,2.9,39.0,-0.14
male,2.8,47.0,-0.14
male,3.2,39.0,-0.14
male,3.0,39.0,-0.14
male,3.1,35.0,-0.14
male,3.2,40.0,-0.14
female,2.9,34.0,-0.14
male,2.7,39.0,-0.14
female,3.4,34.5,-0.14
female,3.7,44.0,-0.14
male,2.4,33.0,-0.14
female,2.6,21.0,-0.14
female,2.8,38.0,-0.14
male,3.1,26.0,-0.14
female,3.0,34.0,-0.14
female,3.6,47.0,-0.14
female,3.7,35.0,-0.14
male,3.8,32.0,-0.14
male,3.7,48.0,-0.14
male,3.3,36.0,-0.14
male,3.1,42.0,-0.14
male,3.2,44.0,-0.14
male,3.3,33.0,-0.14
male,3.5,37.0,-0.14
male,3.8,39.0,-0.14
female,3.7,38.0,-0.14
female,3.7,44.0,-0.14
male,1.9,39.0,-0.14
female,3.3,35.0,-0.14
male,3.5,35.0,-0.14
female,3.4,36.0,-0.14
male,3.8,33.0,-0.14
male,2.2,31.0,-0.14
male,2.2,34.0,-0.14
male,2.9,37.0,-0.14
male,3.1,41.0,-0.14
female,3.9,29.0,-0.14
male,3.6,34.0,-0.14
female,3.0,35.5,-0.14
male,2.5,40.0,-0.14
female,3.5,40.0,-0.14
male,3.3,39.0,-0.14
female,3.1,35.0,-0.14
female,2.9,26.0,-0.14
male,3.1,34.0,-0.15
male,2.0,39.0,-0.15
male,2.8,40.0,-0.15
female,3.4,33.0,-0.15
male,3.2,38.0,-0.15
male,3.2,45.0,-0.15
female,3.2,35.0,-0.15
female,3.4,38.0,-0.15
male,3.2,30.5,-0.15
male,3.2,39.0,-0.15
male,3.3,37.0,-0.15
female,3.6,38.0,-0.15
male,3.2,32.0,-0.15
female,3.3,35.0,-0.15
male,3.5,48.0,-0.15
female,2.9,36.5,-0.15
male,2.3,28.0,-0.15
female,3.7,36.0,-0.15
male,2.8,34.0,-0.15
male,3.2,33.0,-0.15
female,3.2,47.0,-0.15
male,3.7,47.0,-0.15
female,3.9,31.0,-0.15
female,2.7,36.0,-0.15
female,3.3,44.0,-0.15
male,3.8,35.0,-0.15
male,3.9,41.0,-0.15
female,3.0,38.0,-0.15
male,3.9,39.0,-0.15
female,3.3,35.0,-0.15
female,2.4,34.0,-0.15
female,3.1,21.0,-0.15
male,3.4,35.5,-0.15
male,2.9,28.0,-0.15
female,3.3,33.0,-0.15
female,3.1,27.5,-0.15
female,3.5,39.0,-0.15
female,3.1,36.0,-0.15
male,2.6,37.0,-0.15
female,3.7,38.0,-0.15
female,3.6,45.0,-0.15
female,2.9,30.0,-0.15
male,2.6,27.7,-0.15
female,3.8,45.0,-0.15
female,3.4,46.0,-0.15
male,2.9,42.0,-0.15
female,3.7,48.0,-0.15
female,3.9,41.0,-0.15
male,3.5,34.5,-0.15
female,2.4,43.0,-0.15
female,3.2,34.0,-0.15
female,3.5,45.0,-0.15
male,3.4,34.0,-0.15
female,3.1,38.0,-0.15
male,4.0,44.0,-0.15
male,3.3,39.0,-0.15
female,3.9,30.0,-0.15
female,3.6,46.0,-0.15
female,3.5,44.0,-0.15
male,3.0,34.0,-0.15
male,3.4,45.0,-0.15
female,3.2,35.0,-0.15
male,3.9,48.0,-0.15
male,2.8,40.0,-0.16
male,2.2,40.0,-0.16
female,3.0,42.0,-0.16
female,3.4,43.0,-0.16
male,3.1,39.0,-0.16
male,3.5,39.0,-0.16
male,2.9,31.0,-0.16
male,3.9,35.0,-0.16
male,2.6,37.0,-0.16
male,3.3,38.0,-0.16
male,3.9,38.0,-0.16
male,3.0,28.0,-0.16
female,3.2,34.0,-0.16
female,2.8,32.0,-0.16
male,3.5,41.0,-0.16
male,2.8,36.0,-0.16
male,3.2,30.0,-0.16
male,3.3,36.0,-0.16
male,3.1,40.0,-0.16
male,2.9,36.0,-0.16
female,0.0,39.0,-0.16
female,3.6,34.0,-0.16
male,3.6,40.0,-0.16
male,3.4,42.0,-0.16
male,2.7,31.0,-0.16
male,3.6,42.0,-0.16
female,3.0,35.0,-0.16
female,3.7,31.0,-0.16
male,3.8,34.0,-0.16
female,3.3,40.0,-0.16
male,2.9,30.0,-0.16
female,3.6,30.0,-0.16
female,3.2,44.0,-0.16
female,2.7,35.0,-0.16
male,2.8,27.3,-0.16
male,2.8,34.0,-0.16
female,3.8,42.0,-0.16
male,3.3,41.0,-0.16
male,3.5,36.0,-0.16
male,2.8,33.0,-0.16
male,3.1,34.0,-0.16
female,3.9,40.0,-0.16
male,3.0,36.0,-0.16
male,3.4,42.0,-0.16
male,3.4,46.0,-0.16
female,3.9,40.0,-0.16
male,3.3,31.0,-0.16
female,4.0,35.0,-0.16
male,2.5,34.0,-0.16
female,3.7,40.0,-0.16
female,3.5,34.0,-0.16
male,2.7,34.5,-0.16
male,2.7,44.0,-0.16
female,3.6,40.0,-0.16
female,3.8,32.5,-0.16
female,3.4,37.0,-0.16
male,3.1,37.0,-0.16
female,2.9,35.0,-0.16
female,2.4,27.5,-0.16
female,2.9,42.0,-0.16
female,3.2,45.0,-0.16
male,3.2,33.0,-0.16
male,3.5,41.0,-0.16
male,3.3,42.0,-0.16
male,3.4,36.0,-0.16
female,3.1,33.0,-0.16
female,2.3,28.0,-0.16
male,3.5,46.0,-0.16
male,2.9,39.0,-0.16
male,3.0,36.0,-0.16
male,3.2,33.0,-0.17
female,3.1,33.0,-0.17
female,3.5,18.5,-0.17
male,3.8,31.0,-0.17
male,3.1,38.0,-0.17
male,2.9,39.0,-0.17
male,3.3,37.0,-0.17
female,2.4,33.0,-0.17
male,3.4,34.0,-0.17
female,3.9,37.0,-0.17
female,3.2,31.0,-0.17
male,3.3,32.0,-0.17
male,3.5,41.0,-0.17
female,2.4,29.5,-0.17
male,2.8,38.0,-0.17
female,3.6,35.5,-0.17
male,2.6,33.0,-0.17
male,3.4,37.0,-0.17
female,3.3,30.0,-0.17
male,3.7,42.0,-0.17
female,3.6,36.0,-0.17
male,3.3,34.0,-0.17
female,3.4,43.0,-0.17
male,3.4,32.5,-0.17
female,3.4,30.0,-0.17
female,3.4,40.0,-0.17
female,3.0,40.0,-0.17
female,3.3,36.0,-0.17
male,3.2,37.0,-0.17
male,2.9,34.0,-0.17
male,3.7,36.0,-0.17
female,3.0,31.5,-0.17
male,2.7,38.0,-0.17
male,2.8,36.0,-0.17
male,3.3,36.0,-0.17
male,3.0,39.0,-0.17
female,2.8,37.0,-0.17
male,3.2,35.0,-0.17
female,2.6,45.0,-0.17
female,2.7,32.5,-0.17
female,2.8,36.0,-0.17
female,3.2,44.0,-0.17
female,3.6,28.0,-0.17
male,3.1,40.0,-0.17
